4458.tsv,3
143458.tsv,4
86386.tsv,4
187710.tsv,4
3811.tsv,4
146692.tsv,5
145930.tsv,5
12244.tsv,6
10040.tsv,7
19371.tsv,9
670.tsv,14
269.tsv,20
129.tsv,25
6273.tsv,11
6470.tsv,11
25627.tsv,5
40914.tsv,6
48440.tsv,7
2528.tsv,7
39165.tsv,8
50550.tsv,3
1677.tsv,11
8224.tsv,5
12607.tsv,6
23292.tsv,6
60087.tsv,6
2753.tsv,6
16185.tsv,7
6118.tsv,7
55635.tsv,8
7654.tsv,9
998.tsv,12
1006.tsv,14
468.tsv,16
21244.tsv,4
9999.tsv,4
249078.tsv,4
6150.tsv,5
11562.tsv,6
56101.tsv,6
6747.tsv,6
2534.tsv,6
119296.tsv,6
149522.tsv,6
14.tsv,60
26788.tsv,7
5433.tsv,7
4681.tsv,8
7867.tsv,8
1459.tsv,9
3171.tsv,10
31194.tsv,13
24392.tsv,15
37148.tsv,10
20841.tsv,3
3675.tsv,4
188537.tsv,4
14154.tsv,5
2995.tsv,5
14112.tsv,5
1464.tsv,11
3188.tsv,6
13130.tsv,7
7102.tsv,7
2741.tsv,7
4285.tsv,7
1873.tsv,8
10993.tsv,8
9006.tsv,9
780.tsv,13
721.tsv,15
837.tsv,20
29730.tsv,3
22351.tsv,3
1824.tsv,11
3673.tsv,4
3099.tsv,5
11339.tsv,5
2991.tsv,5
24667.tsv,6
3436.tsv,6
59490.tsv,6
12900.tsv,7
2318.tsv,7
2347.tsv,7
47526.tsv,8
2479.tsv,8
22042.tsv,9
23616.tsv,9
4663.tsv,9
1161.tsv,10
307.tsv,18
295.tsv,19
68459.tsv,10
115563.tsv,3
6053.tsv,3
25523.tsv,4
126909.tsv,4
5426.tsv,4
2992.tsv,5
54774.tsv,5
4111.tsv,5
2993.tsv,5
3012.tsv,5
7640.tsv,5
5426.tsv,6
2740.tsv,7
2894.tsv,7
2609.tsv,8
1870.tsv,8
1871.tsv,8
1457.tsv,9
3873.tsv,16
1186.tsv,10
10716.tsv,10
28126.tsv,3
6067.tsv,3
4293.tsv,3
14527.tsv,3
6251.tsv,3
67.tsv,31
155703.tsv,4
36357.tsv,4
5432.tsv,4
4434.tsv,5
2994.tsv,5
11020.tsv,5
2996.tsv,5
4307.tsv,5
6457.tsv,6
44033.tsv,6
35661.tsv,7
1373.tsv,11
2035.tsv,7
2880.tsv,7
4489.tsv,8
55499.tsv,9
1344.tsv,12
1136.tsv,14
1713.tsv,17
461.tsv,17
656.tsv,18
180130.tsv,3
62416.tsv,3
73.tsv,35
3669.tsv,4
3375.tsv,11
12437.tsv,4
113951.tsv,4
64.tsv,43
92166.tsv,5
4361.tsv,5
3604.tsv,6
48055.tsv,6
44511.tsv,7
35635.tsv,7
1869.tsv,8
1501.tsv,9
1456.tsv,9
25712.tsv,9
4288.tsv,13
3584.tsv,13
2917.tsv,14
1406.tsv,19
1241.tsv,21
4845.tsv,3
3058.tsv,10
63807.tsv,3
115573.tsv,3
4286.tsv,3
4287.tsv,3
14485.tsv,3
4288.tsv,3
34174.tsv,3
153.tsv,33
3668.tsv,4
4274.tsv,4
15310.tsv,4
74941.tsv,4
3666.tsv,4
3091.tsv,5
31426.tsv,6
17783.tsv,8
7710.tsv,8
18218.tsv,9
1696.tsv,12
1391.tsv,13
2044.tsv,15
1845.tsv,17
290.tsv,19
6191.tsv,22
484.tsv,27
4281.tsv,3
5246.tsv,10
97399.tsv,3
5126.tsv,3
4279.tsv,3
19438.tsv,3
3667.tsv,4
7917.tsv,5
3298.tsv,5
2986.tsv,5
37036.tsv,7
9798.tsv,11
10169.tsv,7
10263.tsv,8
459.tsv,17
1850.tsv,29
104485.tsv,3
4368.tsv,3
4383.tsv,3
115349.tsv,3
5039.tsv,3
93407.tsv,4
3663.tsv,4
3734.tsv,4
3735.tsv,4
73498.tsv,5
15417.tsv,5
36059.tsv,5
3413.tsv,5
2985.tsv,5
58670.tsv,6
50733.tsv,6
15310.tsv,6
2579.tsv,6
2081.tsv,7
47958.tsv,7
1452.tsv,9
12785.tsv,12
985.tsv,13
884.tsv,13
268.tsv,20
8270.tsv,3
88.tsv,31
4771.tsv,4
1357.tsv,11
12264.tsv,4
68.tsv,40
15579.tsv,5
2524.tsv,6
84947.tsv,8
13887.tsv,9
950.tsv,13
778.tsv,13
4931.tsv,20
123.tsv,25
268594.tsv,3
14074.tsv,3
56.tsv,34
3657.tsv,4
1242.tsv,40
6473.tsv,5
21836.tsv,5
9086.tsv,11
2522.tsv,6
2030.tsv,7
2731.tsv,7
1867.tsv,8
9904.tsv,9
1449.tsv,9
1526.tsv,9
656.tsv,14
169.tsv,25
99.tsv,29
7926.tsv,3
1355.tsv,11
4270.tsv,3
46.tsv,37
51350.tsv,4
3656.tsv,4
4137.tsv,4
3819.tsv,4
1159.tsv,10
39.tsv,45
3277.tsv,5
8434.tsv,5
21833.tsv,5
59508.tsv,6
3636.tsv,6
2521.tsv,6
2031.tsv,7
46819.tsv,7
1997.tsv,8
1999.tsv,8
32811.tsv,8
1558.tsv,9
45198.tsv,12
1028.tsv,12
4272.tsv,3
1247.tsv,10
4682.tsv,3
3830.tsv,4
3978.tsv,4
15164.tsv,5
91521.tsv,5
15379.tsv,5
14953.tsv,6
2526.tsv,6
2029.tsv,7
1868.tsv,8
1450.tsv,9
40661.tsv,9
843.tsv,13
909.tsv,16
102.tsv,28
5734.tsv,10
1156.tsv,10
1157.tsv,10
99.tsv,31
1356.tsv,11
56.tsv,37
3654.tsv,4
5645.tsv,4
8680.tsv,4
5320.tsv,4
59.tsv,40
2518.tsv,6
2028.tsv,7
2027.tsv,7
2500.tsv,14
101.tsv,28
200899.tsv,3
77536.tsv,3
72646.tsv,11
131187.tsv,4
8973.tsv,4
155417.tsv,4
12734.tsv,5
1817.tsv,11
2516.tsv,6
33972.tsv,8
5925.tsv,9
122.tsv,25
2597.tsv,11
202131.tsv,4
1351.tsv,11
13246.tsv,5
2513.tsv,6
2514.tsv,6
1926.tsv,8
1445.tsv,9
1447.tsv,9
6245.tsv,12
7219.tsv,16
306.tsv,18
597.tsv,18
906.tsv,20
4255.tsv,3
77543.tsv,3
3648.tsv,4
3651.tsv,4
3694.tsv,4
4091.tsv,5
2511.tsv,6
2512.tsv,6
2528.tsv,6
2509.tsv,6
1863.tsv,8
2448.tsv,8
1998.tsv,8
11786.tsv,8
948.tsv,12
40226.tsv,9
30017.tsv,9
25258.tsv,9
1443.tsv,9
954.tsv,12
841.tsv,13
1254.tsv,14
654.tsv,14
324.tsv,18
289.tsv,19
19194.tsv,10
1144.tsv,33
74159.tsv,5
2510.tsv,6
2709.tsv,7
2024.tsv,7
9748.tsv,8
1041.tsv,12
458.tsv,17
10027.tsv,3
4261.tsv,3
147355.tsv,3
218.tsv,36
73545.tsv,4
96209.tsv,5
14588.tsv,6
28254.tsv,6
1908.tsv,8
2076.tsv,9
553.tsv,15
17594.tsv,16
457.tsv,17
257.tsv,21
96305.tsv,4
89140.tsv,5
3070.tsv,5
3068.tsv,5
5995.tsv,6
2023.tsv,7
9168.tsv,7
5260.tsv,8
1861.tsv,8
2147.tsv,8
1685.tsv,9
1488.tsv,9
798.tsv,13
480.tsv,16
2907.tsv,16
3276.tsv,25
4245.tsv,3
10474.tsv,3
4394.tsv,3
1927.tsv,11
55.tsv,34
16818.tsv,4
3639.tsv,4
3069.tsv,5
1860.tsv,8
774.tsv,13
164.tsv,24
90.tsv,29
9059.tsv,11
63263.tsv,4
2025.tsv,7
1522.tsv,9
15019.tsv,9
466.tsv,16
2895.tsv,19
4244.tsv,3
1150.tsv,10
1152.tsv,10
78370.tsv,4
90492.tsv,4
9159.tsv,4
3641.tsv,4
109972.tsv,4
15786.tsv,5
2972.tsv,5
21810.tsv,7
976.tsv,12
3762.tsv,12
1213.tsv,10
3638.tsv,4
15.tsv,48
2973.tsv,5
11162.tsv,5
16417.tsv,11
2506.tsv,6
1957.tsv,8
4326.tsv,8
21431.tsv,9
4240.tsv,3
4241.tsv,3
49550.tsv,4
6892.tsv,4
6893.tsv,4
2935.tsv,6
14359.tsv,10
1204.tsv,10
3635.tsv,4
335.tsv,42
2505.tsv,6
2647.tsv,6
37.tsv,68
2020.tsv,7
2021.tsv,7
2104.tsv,7
1872.tsv,8
31250.tsv,8
2594.tsv,8
1624.tsv,9
2326.tsv,9
1149.tsv,10
1000.tsv,24
138.tsv,28
4233.tsv,3
37373.tsv,3
18252.tsv,6
4346.tsv,6
2106.tsv,7
1858.tsv,8
1519.tsv,9
5192.tsv,9
2935.tsv,9
1201.tsv,10
352.tsv,20
814.tsv,26
6335.tsv,3
3822.tsv,4
39191.tsv,5
3126.tsv,5
6668.tsv,11
27018.tsv,6
4465.tsv,7
2551.tsv,7
11514.tsv,7
944.tsv,12
1880.tsv,9
167.tsv,25
8220.tsv,3
1721.tsv,10
4232.tsv,3
1151.tsv,10
4472.tsv,3
13561.tsv,10
5332.tsv,4
3628.tsv,4
2989.tsv,5
3907.tsv,5
10036.tsv,5
3399.tsv,6
1436.tsv,11
6706.tsv,7
18859.tsv,8
2069.tsv,8
3051.tsv,8
4406.tsv,12
6947.tsv,9
1631.tsv,9
27129.tsv,12
882.tsv,14
871.tsv,22
4231.tsv,3
13601.tsv,3
5584.tsv,3
4780.tsv,4
2503.tsv,6
6718.tsv,7
2730.tsv,7
2987.tsv,8
1865.tsv,8
24804.tsv,8
1856.tsv,8
1444.tsv,9
1266.tsv,12
823.tsv,15
1148.tsv,10
4254.tsv,3
4849.tsv,3
4251.tsv,3
4093.tsv,4
4302.tsv,11
2967.tsv,5
3018.tsv,6
2504.tsv,6
3387.tsv,6
2527.tsv,6
3421.tsv,6
2529.tsv,6
2502.tsv,6
2546.tsv,7
7720.tsv,11
6832.tsv,7
2897.tsv,8
3917.tsv,12
2839.tsv,9
4563.tsv,12
1147.tsv,10
1456.tsv,10
163.tsv,24
4229.tsv,3
4414.tsv,4
3664.tsv,4
3650.tsv,4
9731.tsv,4
6009.tsv,4
3623.tsv,4
3652.tsv,4
4640.tsv,4
2961.tsv,5
2501.tsv,6
10460.tsv,7
2017.tsv,7
949.tsv,12
265.tsv,21
48299.tsv,4
5316.tsv,4
2975.tsv,5
9085.tsv,5
9977.tsv,5
2977.tsv,5
2680.tsv,6
14618.tsv,6
2676.tsv,6
2580.tsv,6
23202.tsv,7
2019.tsv,7
1853.tsv,8
984.tsv,12
1503.tsv,9
1440.tsv,9
941.tsv,12
1410.tsv,13
687.tsv,14
550.tsv,15
3782.tsv,19
4223.tsv,3
3810.tsv,10
7465.tsv,11
3620.tsv,4
3621.tsv,4
30580.tsv,4
9089.tsv,5
2966.tsv,5
100992.tsv,5
2960.tsv,5
3095.tsv,5
2499.tsv,6
2672.tsv,6
2681.tsv,6
2641.tsv,6
6070.tsv,7
1850.tsv,8
1851.tsv,8
1439.tsv,9
456.tsv,17
288.tsv,19
189.tsv,22
3696.tsv,24
1193.tsv,10
84321.tsv,3
25999.tsv,3
93.tsv,30
3619.tsv,4
19180.tsv,4
3172.tsv,5
3556.tsv,5
3165.tsv,5
41060.tsv,6
2497.tsv,6
11.tsv,70
1852.tsv,8
1438.tsv,9
1437.tsv,9
1540.tsv,9
1167.tsv,17
1629.tsv,17
1225.tsv,26
4739.tsv,3
4538.tsv,3
171969.tsv,5
1425.tsv,11
62245.tsv,7
1849.tsv,8
1001.tsv,12
667.tsv,14
991.tsv,20
4789.tsv,10
33849.tsv,3
3617.tsv,4
3356.tsv,5
3390.tsv,6
2646.tsv,6
12108.tsv,7
1929.tsv,9
2742.tsv,9
4025.tsv,9
998.tsv,15
901.tsv,21
1547.tsv,10
29054.tsv,3
9233.tsv,4
3612.tsv,4
7561.tsv,5
2955.tsv,5
2956.tsv,5
2492.tsv,6
2493.tsv,6
33801.tsv,6
2494.tsv,6
1883.tsv,8
1848.tsv,8
4021.tsv,9
935.tsv,12
462.tsv,16
4213.tsv,3
149.tsv,37
30461.tsv,4
7513.tsv,4
22736.tsv,5
2954.tsv,5
2645.tsv,6
18135.tsv,7
1435.tsv,9
13219.tsv,16
467.tsv,16
461.tsv,16
301.tsv,19
1144.tsv,10
4210.tsv,3
1143.tsv,10
4209.tsv,3
3816.tsv,4
2015.tsv,7
12281.tsv,9
8434.tsv,12
4247.tsv,10
2481.tsv,10
40975.tsv,3
23812.tsv,3
4467.tsv,3
33826.tsv,4
70412.tsv,4
56913.tsv,4
33824.tsv,4
46018.tsv,5
3116.tsv,5
2953.tsv,5
127744.tsv,5
1339.tsv,11
3381.tsv,6
1431.tsv,9
26926.tsv,9
29215.tsv,9
932.tsv,12
768.tsv,13
106.tsv,29
4198.tsv,3
1141.tsv,10
4207.tsv,3
4738.tsv,3
9584.tsv,11
4425.tsv,4
60382.tsv,4
3815.tsv,4
3608.tsv,4
2101.tsv,7
20.tsv,77
1360.tsv,11
3659.tsv,8
766.tsv,13
648.tsv,14
7701.tsv,3
4466.tsv,3
4197.tsv,3
3605.tsv,4
4877.tsv,6
36904.tsv,7
24076.tsv,8
1575.tsv,12
8207.tsv,14
547.tsv,15
1083.tsv,15
264.tsv,20
1140.tsv,10
1137.tsv,10
54.tsv,34
53058.tsv,4
3595.tsv,4
45641.tsv,5
13093.tsv,7
35691.tsv,8
1427.tsv,9
3856.tsv,9
14169.tsv,12
1344.tsv,10
4192.tsv,3
1139.tsv,10
5045.tsv,3
2947.tsv,5
930.tsv,12
549.tsv,15
176.tsv,23
1136.tsv,10
2937.tsv,5
2938.tsv,5
4003.tsv,7
1507.tsv,13
589.tsv,15
186.tsv,22
1135.tsv,10
95.tsv,29
4615.tsv,3
8778.tsv,3
2939.tsv,5
1839.tsv,8
929.tsv,12
84591.tsv,8
940.tsv,12
560.tsv,26
4372.tsv,3
25021.tsv,3
2936.tsv,5
2484.tsv,6
12438.tsv,6
13850.tsv,6
11260.tsv,7
6949.tsv,9
2292.tsv,9
1097.tsv,12
548.tsv,15
47069.tsv,3
11706.tsv,3
40334.tsv,4
9404.tsv,11
12437.tsv,6
2483.tsv,6
9320.tsv,6
6213.tsv,7
6455.tsv,12
6948.tsv,9
9374.tsv,12
647.tsv,14
460.tsv,16
19741.tsv,3
43373.tsv,4
1337.tsv,11
5398.tsv,7
1838.tsv,8
2035.tsv,8
4022.tsv,9
8927.tsv,15
4765.tsv,3
43385.tsv,4
13659.tsv,4
3590.tsv,4
62595.tsv,5
945.tsv,12
1429.tsv,9
464.tsv,16
622.tsv,17
99.tsv,28
50516.tsv,3
50515.tsv,3
4194.tsv,3
5931.tsv,6
3394.tsv,6
2037.tsv,7
7237.tsv,9
1562.tsv,9
870.tsv,13
17479.tsv,3
4182.tsv,3
14592.tsv,4
3235.tsv,5
11240.tsv,5
4310.tsv,5
4200.tsv,5
2479.tsv,6
2480.tsv,6
2482.tsv,6
2629.tsv,7
2108.tsv,7
2729.tsv,7
1936.tsv,9
1868.tsv,9
21095.tsv,12
463.tsv,16
385.tsv,18
57558.tsv,3
32473.tsv,4
29496.tsv,5
1426.tsv,9
6808.tsv,9
857.tsv,13
2771.tsv,17
3440.tsv,21
175.tsv,23
3999.tsv,24
551.tsv,26
4775.tsv,3
64.tsv,31
39461.tsv,5
2486.tsv,6
2008.tsv,7
6454.tsv,7
2454.tsv,8
1834.tsv,8
17402.tsv,12
1432.tsv,9
1428.tsv,9
265.tsv,20
783.tsv,29
97695.tsv,3
4179.tsv,3
43696.tsv,3
40.tsv,39
3592.tsv,4
71238.tsv,4
63517.tsv,5
2988.tsv,5
25422.tsv,7
13237.tsv,7
2007.tsv,7
52745.tsv,8
304.tsv,18
97817.tsv,3
64868.tsv,3
24595.tsv,4
4387.tsv,5
2932.tsv,5
1426.tsv,11
2477.tsv,6
2006.tsv,7
13238.tsv,7
1835.tsv,8
1833.tsv,8
6306.tsv,8
1425.tsv,9
2696.tsv,16
4177.tsv,3
4810.tsv,3
4772.tsv,3
2665.tsv,10
20782.tsv,4
125848.tsv,5
1909.tsv,11
3354.tsv,5
2819.tsv,6
2820.tsv,6
101011.tsv,6
46005.tsv,7
4484.tsv,12
1055.tsv,12
1190.tsv,12
305.tsv,19
1441.tsv,10
4176.tsv,3
4490.tsv,3
3030.tsv,10
3587.tsv,4
1335.tsv,11
2112.tsv,10
40.tsv,45
2983.tsv,5
2834.tsv,6
10622.tsv,6
1830.tsv,8
15036.tsv,9
51962.tsv,9
18083.tsv,9
12710.tsv,14
755.tsv,15
459.tsv,16
263.tsv,20
335.tsv,21
115.tsv,27
4175.tsv,3
143372.tsv,3
19133.tsv,3
4187.tsv,3
76846.tsv,3
4836.tsv,3
66.tsv,31
15878.tsv,5
26627.tsv,5
11487.tsv,5
2525.tsv,6
1827.tsv,8
1828.tsv,8
1829.tsv,8
50452.tsv,9
15037.tsv,9
314.tsv,19
4657.tsv,23
98.tsv,28
4771.tsv,3
49379.tsv,3
155710.tsv,4
5308.tsv,4
68444.tsv,5
12670.tsv,6
27387.tsv,7
2521.tsv,7
16699.tsv,7
1836.tsv,8
2465.tsv,8
8074.tsv,8
1669.tsv,9
11373.tsv,9
6151.tsv,9
3407.tsv,9
2182.tsv,15
378.tsv,21
7980.tsv,3
22262.tsv,10
162886.tsv,3
4256.tsv,3
4986.tsv,4
3521.tsv,4
4973.tsv,4
3647.tsv,4
3588.tsv,4
51759.tsv,4
2205.tsv,11
16575.tsv,4
19723.tsv,5
25386.tsv,5
5496.tsv,5
81260.tsv,5
3142.tsv,5
10281.tsv,6
2491.tsv,6
5675.tsv,7
2120.tsv,7
2873.tsv,7
2954.tsv,8
3282.tsv,8
2468.tsv,8
6707.tsv,9
779.tsv,13
724.tsv,14
5378.tsv,19
5854.tsv,19
154.tsv,27
4259.tsv,3
18474.tsv,3
4779.tsv,3
35100.tsv,3
7268.tsv,3
1253.tsv,32
18910.tsv,4
33825.tsv,4
10479.tsv,4
4048.tsv,4
74552.tsv,5
68457.tsv,5
27419.tsv,5
12587.tsv,5
2933.tsv,5
1796.tsv,8
11592.tsv,8
1832.tsv,8
11591.tsv,8
2352.tsv,9
1118.tsv,10
913.tsv,12
5563.tsv,13
3252.tsv,16
5758.tsv,23
127.tsv,25
346.tsv,29
4106.tsv,3
39375.tsv,10
93403.tsv,4
3520.tsv,4
1336.tsv,11
2478.tsv,6
2519.tsv,6
87792.tsv,6
4546.tsv,8
17576.tsv,12
4620.tsv,14
4265.tsv,3
34093.tsv,4
5574.tsv,12
35.tsv,40
2879.tsv,5
2949.tsv,5
1338.tsv,11
2314.tsv,7
757.tsv,14
453.tsv,17
440.tsv,17
198.tsv,23
1114.tsv,10
4056.tsv,5
20292.tsv,5
1846.tsv,8
912.tsv,12
751.tsv,13
4663.tsv,3
9380.tsv,5
102487.tsv,5
17750.tsv,6
2619.tsv,6
17882.tsv,7
81967.tsv,7
1496.tsv,9
1498.tsv,9
2810.tsv,12
8147.tsv,13
1113.tsv,10
27073.tsv,4
3295.tsv,5
2998.tsv,5
2485.tsv,6
3623.tsv,11
1494.tsv,9
1133.tsv,10
3529.tsv,19
168.tsv,24
100.tsv,28
181109.tsv,3
4303.tsv,3
8483.tsv,4
2944.tsv,5
9823.tsv,5
16051.tsv,6
2451.tsv,6
3460.tsv,7
2009.tsv,7
5161.tsv,7
27526.tsv,7
1981.tsv,7
8981.tsv,9
1277.tsv,12
1749.tsv,14
1451.tsv,20
1112.tsv,10
423.tsv,24
4186.tsv,3
4101.tsv,3
16597.tsv,3
9532.tsv,4
3601.tsv,4
6305.tsv,5
42167.tsv,5
2498.tsv,6
7526.tsv,10
5602.tsv,7
7684.tsv,9
7603.tsv,14
244.tsv,22
4100.tsv,3
398.tsv,30
51966.tsv,4
27371.tsv,5
3611.tsv,5
3574.tsv,7
8934.tsv,9
2519.tsv,9
4344.tsv,9
540.tsv,15
4295.tsv,18
531.tsv,18
